Lvl,Name,Save,DmgType,HigherLvlIncrease,Upcast,hard_mod,mult,upcast,dmg,addspellmod,time,range,components,duration,classes,conc,desc,save_data,save_success
4,Evard's Black Tentacles,DEX,Bludgeoning,False,,0,1,,{1: {'Bludgeoning': [{3: 6}]}},False, 1 action , 90 feet ," V, S, M (a piece of tentacle from a giant octopus or a giant squid) ","Concentration, up to 1 minute",['Wizard'],True,"Source: Player's Handbook
 4th-level conjuration
 Casting Time:
 1 action
 Range:
 90 feet
 Components:
 V, S, M (a piece of tentacle from a giant octopus or a giant squid)
 Duration:
 Concentration, up to 1 minute
 Squirming, ebony tentacles fill a 20-foot square on ground that you can see within range. For the duration, these tentacles turn the ground in the area into difficult terrain.
 When a creature enters the affected area for the first time on a turn or starts its turn there, the creature must succeed on a Dexterity saving throw or take 3d6 bludgeoning damage and be restrained by the tentacles until the spell ends. A creature that starts its turn in the area and is already restrained by the tentacles takes 3d6 bludgeoning damage.
 A creature restrained by the tentacles can use its action to make a Strength or Dexterity check (its choice) against your spell save DC. On a success, it frees itself.
 Spell Lists.
 Wizard", or take 3d6 bludgeoning damage and be restrained by the tentacles until the spell ends. A creature that starts its turn in the area and is already restrained by the tentacles takes 3d6 bludgeoning damage.,no effect
4,Fire Shield,,Variable,False,,0,1,,{1: {'Variable': [{2: 8}]}},False, 1 action , Self ," V, S, M (a bit of phosphorus or a firefly) ",10 minutes,"['Druid', 'Sorcerer', 'Wizard']",False,"Source: Player's Handbook
 4th-level evocation
 Casting Time:
 1 action
 Range:
 Self
 Components:
 V, S, M (a bit of phosphorus or a firefly)
 Duration:
 10 minutes
 Thin and wispy flames wreathe your body for the duration, shedding bright light in a 10-foot radius and dim light for an additional 10 feet. You can end the spell early by using an action to dismiss it.
 The flames provide you with a warm shield or a chill shield, as you choose. The warm shield grants you resistance to cold damage, and the chill shield grants you resistance to fire damage.
 In addition, whenever a creature within 5 feet of you hits you with a melee attack, the shield erupts with flame. The attacker takes 2d8 fire damage from a warm shield, or 2d8 cold damage from a cold shield.
 Spell Lists.
 Druid (Optional),
 Sorcerer (Optional),
 Wizard",,
4,Gravity Sinkhole,CON,Force,False,,0,1,,{1: {'Force': [{5: 10}]}},False, 1 action , 120 feet ," V, S, M (a black marble) ",Instantaneous,['Wizard'],False,"Source: Explorer's Guide to Wildemount
 4th-level evocation (dunamancy:graviturgy)
 Casting Time:
 1 action
 Range:
 120 feet
 Components:
 V, S, M (a black marble)
 Duration:
 Instantaneous
 A 20-foot-radius sphere of crushing force forms at a point you can see within range and tugs at the creatures there. Each creature in the sphere must make a Constitution saving throw. On a failed save, the creature takes 5d10 force damage, and is pulled in a straight line toward the center of the sphere, ending in an unoccupied space as close to the center as possible (even if that space is in the air). On a successful save, the creature takes half as much damage and isn't pulled.
 At Higher Levels.
 When you cast this spell using a spell slot of 5th level or higher, the damage increases by 1d10 for each slot level above 4th.
 Spell Lists.
 Wizard",". On a failed save, the creature takes 5d10 force damage, and is pulled in a straight line toward the center of the sphere, ending in an unoccupied space as close to the center as possible (even if that space is in the air). On a successful save, the creature takes half as much damage and isn't pulled.",half
4,Guardian of Faith,DEX,Radiant,False,,0,1,,{},False, 1 action , 30 feet , V ,8 hours,['Cleric'],False,"Source: Player's Handbook
 4th-level conjuration
 Casting Time:
 1 action
 Range:
 30 feet
 Components:
 V
 Duration:
 8 hours
 A Large spectral guardian appears and hovers for the duration in an unoccupied space of your choice that you can see within range. The guardian occupies that space and is indistinct except for a gleaming sword and shield emblazoned with the symbol of your deity.
 Any creature hostile to you that moves to a space within 10 feet of the guardian for the first time on a turn must succeed on a Dexterity saving throw. The creature takes 20 radiant damage on a failed save, or half as much damage on a successful one. The guardian vanishes when it has dealt a total of 60 damage.
 Spell Lists.
 Cleric",". The creature takes 20 radiant damage on a failed save, or half as much damage on a successful one. The guardian vanishes when it has dealt a total of 60 damage.",half
4,Ice Storm,DEX,"Bludgeoning, Cold",False,Dice,0,1,,{1: {'Cold': [{4: 6}]}},False, 1 action , 300 feet ," V, S, M (a pinch of dust and a few drops of water) ",Instantaneous,"['Druid', 'Sorcerer', 'Wizard']",False,"Source: Player's Handbook
 4th-level evocation
 Casting Time:
 1 action
 Range:
 300 feet
 Components:
 V, S, M (a pinch of dust and a few drops of water)
 Duration:
 Instantaneous
 A hail of rock-hard ice pounds to the ground in a 20-foot-radius, 40-foot-high cylinder centered on a point within range. Each creature in the cylinder must make a Dexterity saving throw. A creature takes 2d8 bludgeoning damage and 4d6 cold damage on a failed save, or half as much damage on a successful one.
 Hailstones turn the storm's area of effect into difficult terrain until the end of your next turn.
 At Higher Levels.
 When you cast this spell using a spell slot of 5th level or higher, the bludgeoning damage increases by 1d8 for each slot level above 4th.
 Spell Lists.
 Druid,
 Sorcerer,
 Wizard",". A creature takes 2d8 bludgeoning damage and 4d6 cold damage on a failed save, or half as much damage on a successful one.",half
4,Mordenkainen's Faithful Hound,,Piercing,False,,0,1,,{1: {'Piercing': [{4: 8}]}},False, 1 action , 30 feet ," V, S, M (a tiny silver whistle, a piece of bone, and a thread) ",8 hours,"['Artificer', 'Wizard']",False,"Source: Player's Handbook
 4th-level conjuration
 Casting Time:
 1 action
 Range:
 30 feet
 Components:
 V, S, M (a tiny silver whistle, a piece of bone, and a thread)
 Duration:
 8 hours
 You conjure a phantom watchdog in an unoccupied space that you can see within range, where it remains for the duration, until you dismiss it as an action, or until you move more than 100 feet away from it.
 The hound is invisible to all creatures except you and can't be harmed. When a Small or larger creature comes within 30 feet of it without first speaking the password that you specify when you cast this spell, the hound starts barking loudly. The hound sees invisible creatures and can see into the Ethereal Plane. It ignores illusions.
 At the start of each of your turns, the hound attempts to bite one creature within 5 feet of it that is hostile to you. The hound's attack bonus is equal to your spellcasting ability modifier + your proficiency bonus. On a hit, it deals 4d8 piercing damage.
 Spell Lists.
 Artificer,
 Wizard",,
4,Phantasmal Killer,WIS,Psychic,False,Dice,0,1,{5: {1: 10}},{1: {'Psychic': [{4: 10}]}},False, 1 action , 120 feet ," V, S ","Concentration, up to 1 minute","['Bard', 'Wizard']",True,"Source: Player's Handbook
 4th-level illusion
 Casting Time:
 1 action
 Range:
 120 feet
 Components:
 V, S
 Duration:
 Concentration, up to 1 minute
 You tap into the nightmares of a creature you can see within range and create an illusory manifestation of its deepest fears, visible only to that creature.
 The target must make a Wisdom saving throw. On a failed save, the target becomes frightened for the duration. At the end of each of the target's turns before the spell ends, the target must succeed on a Wisdom saving throw or take 4d10 psychic damage. On a successful save, the spell ends.
 At Higher Levels.
 When you cast this spell using a spell slot of 5th level or higher, the damage increases by 1d10 for each slot level above 4th.
 Spell Lists.
 Bard (Optional),
 Wizard",". On a failed save, the target becomes frightened for the duration. At the end of each of the target’s turns before the spell ends, the target must succeed on a Wisdom saving throw or take 4d10 psychic damage. On a successful save, the spell ends.",no effect
4,Raulothim's Psychic Lance,INT,Psychic,False,Dice,0,1,{5: {1: 6}},{1: {'Psychic': [{7: 6}]}},False, 1 action , 120 feet , V ,Instantaneous,"['Bard', 'Sorcerer', 'Warlock', 'Wizard']",False,"Source: Fizban's Treasury of Dragons
 4th-level Enchantment
 Casting Time:
 1 action
 Range:
 120 feet
 Components:
 V
 Duration:
 Instantaneous
 You unleash a shimmering lance of psychic power from your forehead at a creature that you can see within range. Alternatively, you can utter a creature's name. If the named target is within range, it becomes the spell's target even if you can't see it. If the named target isn't within range, the lance dissipates without effect.
 The target must make an Intelligence saving throw. On a failed save, the target takes 7d6 psychic damage and is incapacitated until the start of your next turn. On a successful save, the creature takes half as much damage and isn't incapacitated.
 At Higher Levels.
 When you cast this spell using a spell slot of 5th level or higher, the damage increases by 1d6 for each slot level above 4th.
 Spell Lists.
 Bard,
 Sorcerer,
 Warlock,
 Wizard",". On a failed save, the target takes 7d6 psychic damage and is incapacitated until the start of your next turn. On a successful save, the creature takes half as much damage and isn’t incapacitated.",half
4,Shadow of Moil,,Necrotic,False,,0,1,,{1: {'Necrotic': [{2: 8}]}},False, 1 action , Self ," V, S, M (an undead eyeball encased in a gem worth at least 150 gp) ","Concentration, up to 1 minute",['Warlock'],True,"Source: Xanathar's Guide to Everything
 4th-level necromancy
 Casting Time:
 1 action
 Range:
 Self
 Components:
 V, S, M (an undead eyeball encased in a gem worth at least 150 gp)
 Duration:
 Concentration, up to 1 minute
 Flame-like shadows wreathe your body until the spell ends, causing you to become heavily obscured to others. The shadows turn dim light within 10 feet of you into darkness, and bright light in the same area to dim light.
 Until the spell ends, you have resistance to radiant damage. In addition, whenever a creature within 10 feet of you hits you with an attack, the shadows lash out at that creature, dealing it 2d8 necrotic damage.
 Spell Lists.
 Warlock",,
4,Sickening Radiance,CON,Radiant,False,,0,1,,{1: {'Radiant': [{4: 10}]}},False, 1 action , 120 feet ," V, S ","Concentration, up to 10 minutes","['Sorcerer', 'Warlock', 'Wizard']",True,"Source: Xanathar's Guide to Everything
 4th-level evocation
 Casting Time:
 1 action
 Range:
 120 feet
 Components:
 V, S
 Duration:
 Concentration, up to 10 minutes
 Dim, greenish light spreads within a 30-foot-radius sphere centered on a point you choose within range. The light spreads around corners, and it lasts until the spell ends.
 When a creature moves into the spell's area for the first time on a turn or starts its turn there, that creature must succeed on a Constitution saving throw or take 4d10 radiant damage, and it suffers one level of exhaustion and emits a dim, greenish light in a 5-foot radius. This light makes it impossible for the creature to benefit from being invisible. The light and any levels of exhaustion caused by this spell go away when the spell ends.
 Spell Lists.
 Sorcerer,
 Warlock,
 Wizard"," or take 4d10 radiant damage, and it suffers one level of exhaustion and emits a dim, greenish light in a 5-foot radius. This light makes it impossible for the creature to benefit from being invisible. The light and any levels of exhaustion caused by this spell go away when the spell ends.",no effect
4,Staggering Smite,WIS,Psychic,False,,0,1,,{1: {'Psychic': [{4: 6}]}},False, 1 bonus action , Self , V ,"Concentration, up to 1 minute",['Paladin'],True,"Source: Player's Handbook
 4th-level evocation
 Casting Time:
 1 bonus action
 Range:
 Self
 Components:
 V
 Duration:
 Concentration, up to 1 minute
 The next time you hit a creature with a melee weapon attack during this spell's duration, your weapon pierces both body and mind, and the attack deals an extra 4d6 psychic damage to the target. The target must make a Wisdom saving throw. On a failed save, it has disadvantage on attack rolls and ability checks, and can't take reactions, until the end of its next turn.
 Spell Lists.
 Paladin",". On a failed save, it has disadvantage on attack rolls and ability checks, and can’t take reactions, until the end of its next turn.",other
4,Storm Sphere,STR,"Bludgeoning, Lightning",False,,0,1,,"{1: {'Bludgeoning': [{2: 6}], 'Lightning': [{4: 6}]}}",False, 1 action , 150 feet ," V, S ","Concentration, up to 1 minute","['Sorcerer', 'Wizard']",True,"Source: Xanathar's Guide to Everything
 4th-level evocation
 Casting Time:
 1 action
 Range:
 150 feet
 Components:
 V, S
 Duration:
 Concentration, up to 1 minute
 A 20-foot-radius sphere of whirling air springs into existence centered on a point you choose within range. The sphere remains for the spell's duration. Each creature in the sphere when it appears or that ends its turn there must succeed on a Strength saving throw or take 2d6 bludgeoning damage. The sphere's space is difficult terrain.
 Until the spell ends, you can use a bonus action on each of your turns to cause a bolt of lightning to leap from the center of the sphere toward one creature you choose within 60 feet of the center. Make a ranged spell attack. You have advantage on the attack roll if the target is in the sphere. On a hit, the target takes 4d6 lightning damage.
 Creatures within 30 feet of the sphere have disadvantage on Wisdom (Perception) checks made to listen.
 At Higher Levels.
 When you cast this spell using a spell slot of 5th level or higher, the damage increases for each of its effects by 1d6 for each slot level above 4th.
 Spell Lists.
 Sorcerer,
 Wizard", or take 2d6 bludgeoning damage. The sphere’s space is difficult terrain.,no effect
4,Vitriolic Sphere,DEX,Acid,False,Dice,0,1,,"{1: {'Acid': [{10: 4}, {5: 4}]}}",False, 1 action , 150 feet ," V, S, M (a drop of giant slug bile) ",Instantaneous,"['Sorcerer', 'Wizard']",False,"Source: Xanathar's Guide to Everything
 4th-level evocation
 Casting Time:
 1 action
 Range:
 150 feet
 Components:
 V, S, M (a drop of giant slug bile)
 Duration:
 Instantaneous
 You point at a place within range, and a glowing 1-foot ball of emerald acid streaks there and explodes in a 20-foot radius. Each creature in that area must make a Dexterity saving throw. On a failed save, a creature takes 10d4 acid damage and 5d4 acid damage at the end of its next turn. On a successful save, a creature takes half the initial damage and no damage at the end of its next turn.
 At Higher Levels.
 When you cast this spell using a spell slot of 5th level or higher, the initial damage increases by 2d4 for each slot level above 4th.
 Spell Lists.
 Sorcerer,
 Wizard",". On a failed save, a creature takes 10d4 acid damage and 5d4 acid damage at the end of its next turn. On a successful save, a creature takes half the initial damage and no damage at the end of its next turn.",half
4,Wall of Fire,DEX,Fire,False,Dice,0,1,{5: {1: 8}},{1: {'Fire': [{5: 8}]}},False, 1 action , 120 feet ," V, S, M (a small piece of phosphorus) ","Concentration, up to 1 minute","['Druid', 'Sorcerer', 'Wizard']",True,"Source: Player's Handbook
 4th-level evocation
 Casting Time:
 1 action
 Range:
 120 feet
 Components:
 V, S, M (a small piece of phosphorus)
 Duration:
 Concentration, up to 1 minute
 You create a wall of fire on a solid surface within range. You can make the wall up to 60 feet long, 20 feet high, and 1 foot thick, or a ringed wall up to 20 feet in diameter, 20 feet high, and 1 foot thick. The wall is opaque and lasts for the duration.
 When the wall appears, each creature within its area must make a Dexterity saving throw. On a failed save, a creature takes 5d8 fire damage, or half as much damage on a successful save.
 One side of the wall, selected by you when you cast this spell, deals 5d8 fire damage to each creature that ends its turn within 10 feet of that side or inside the wall. A creature takes the same damage when it enters the wall for the first time on a turn or ends its turn there. The other side of the wall deals no damage.
 At Higher Levels.
 When you cast this spell using a spell slot of 5th level or higher, the damage increases by 1d8 for each slot level above 4th.
 Spell Lists.
 Druid,
 Sorcerer,
 Wizard",". On a failed save, a creature takes 5d8 fire damage, or half as much damage on a successful save.",half
5,Banishing Smite,,Force,False,,0,1,,{1: {'Force': [{5: 10}]}},False, 1 bonus action , Self , V ,"Concentration, up to 1 minute",['Paladin'],True,"Source: Player's Handbook
 5th-level abjuration
 Casting Time:
 1 bonus action
 Range:
 Self
 Components:
 V
 Duration:
 Concentration, up to 1 minute
 The next time you hit a creature with a weapon attack before this spell ends, your weapon crackles with force, and the attack deals an extra 5d10 force damage to the target. Additionally, if this attack reduces the target to 50 hit points of fewer, you banish it. If the target is native to a different plane of existence than the on you're on, the target disappears, returning to its home plane. If the target is native to the plane you're on, the creature vanishes into a harmless demiplane. While there, the target is incapacitated. It remains there until the spell ends, at which point the target reappears in the space it left or in the nearest unoccupied space if that space is occupied.
 Spell Lists.
 Paladin",,
5,Bigby's Hand,,"Bludgeoning, Force",False,Dice,0,1,"{6: {'Force': [{2: 8}]}, 5: {'Bludgeoning': [{2: 6}]}}","{1: {'Bludgeoning': [{2: 6}], 'Force': [{4: 8}]}}",True, 1 action , 120 feet ," V, S, M (an eggshell and a snakeskin glove) ","Concentration, up to 1 minute","['Artificer', 'Sorcerer', 'Wizard']",True,"Source: Player's Handbook
 5th-level evocation
 Casting Time:
 1 action
 Range:
 120 feet
 Components:
 V, S, M (an eggshell and a snakeskin glove)
 Duration:
 Concentration, up to 1 minute
 You create a Large hand of shimmering, translucent force in an unoccupied space that you can see within range. The hand lasts for the spell's duration, and it moves at your command, mimicking the movements of your own hand.
 The hand is an object that has AC 20 and hit points equal to your hit point maximum. If it drops to 0 hit points, the spell ends. It has a Strength of 26 (+8) and a Dexterity of 10 (+0). The hand doesn't fill its space.
 When you cast the spell and as a bonus action on your subsequent turns, you can move the hand up to 60 feet and then cause one of the following effects with it.
 Clenched Fist.
 The hand strikes one creature or object within 5 feet of it. Make a melee spell attack for the hand using your game statistics. On a hit, the target takes 4d8 force damage.
 Forceful Hand.
 The hand attempts to push a creature within 5 feet of it in a direction you choose. Make a check with the hand's Strength contested by the Strength (Athletics) check of the target. If the target is Medium or smaller, you have advantage on the check. If you succeed, the hand pushes the target up to 5 feet plus a number of feet equal to five times your spellcasting ability modifier. The hand moves with the target to remain within 5 feet of it.
 Grasping Hand.
 The hand attempts to grapple a Huge or smaller creature within 5 feet of it. You use the hand's Strength score to resolve the grapple. If the target is Medium or smaller, you have advantage on the check. While the hand is grappling the target, you can use a bonus action to have the hand crush it. When you do so, the target takes bludgeoning damage equal to 2d6 + your spellcasting ability modifier.
 Interposing Hand.
 The hand interposes itself between you and a creature you choose until you give the hand a different command. The hand moves to stay between you and the target, providing you with half cover against the target. The target can't move through the hand's space if its Strength score is less than or equal to the hand's Strength score. If its Strength score is higher than the hand's Strength score, the target can move toward you through the hand's space, but that space is difficult terrain for the target.
 At Higher Levels.
 When you cast this spell using a spell slot of 6th level or higher, the damage from the clenched fist option increases by 2d8 and the damage from the grasping hand increases by 2d6 for each slot level above 5th.
 Spell Lists.
 Artificer,
 Sorcerer (Optional),
 Wizard",,
5,Cloudkill,CON,Poison,False,Dice,0,1,{6: {1: 8}},{1: {'Poison': [{5: 8}]}},False, 1 action , 120 feet ," V, S ","Concentration, up to 10 minutes","['Sorcerer', 'Wizard']",True,"Source: Player's Handbook
 5th-level conjuration
 Casting Time:
 1 action
 Range:
 120 feet
 Components:
 V, S
 Duration:
 Concentration, up to 10 minutes
 You create a 20-foot-radius sphere of poisonous, yellow-green fog centered on a point you choose within range. The fog spreads around corners. It lasts for the duration or until strong wind disperses the fog, ending the spell. Its area is heavily obscured.
 When a creature enters the spell's area for the first time on a turn or starts its turn there, that creature must make a Constitution saving throw. The creature takes 5d8 poison damage on a failed save, or half as much damage on a successful one. Creatures are affected even if they hold their breath or don't need to breathe.
 The fog moves 10 feet away from you at the start of each of your turns, rolling along the surface of the ground. The vapors, being heavier than air, sink to the lowest level of the land, even pouring down openings.
 At Higher Levels.
 When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d8 for each slot level above 5th.
 Spell Lists.
 Sorcerer,
 Wizard",". The creature takes 5d8 poison damage on a failed save, or half as much damage on a successful one. Creatures are affected even if they hold their breath or don’t need to breathe.",half
5,Cone of Cold,CON,Cold,False,Dice,0,1,{6: {1: 8}},{1: {'Cold': [{8: 8}]}},False, 1 action , Self (60-foot cone) ," V, S, M (a small crystal or glass cone) ",Instantaneous,"['Druid', 'Sorcerer', 'Wizard']",False,"Source: Player's Handbook
 5th-level evocation
 Casting Time:
 1 action
 Range:
 Self (60-foot cone)
 Components:
 V, S, M (a small crystal or glass cone)
 Duration:
 Instantaneous
 A blast of cold air erupts from your hands. Each creature in a 60-foot cone must make a Constitution saving throw. A creature takes 8d8 cold damage on a failed save, or half as much damage on a successful one. A creature killed by this spell becomes a frozen statue until it thaws.
 At Higher Levels.
 When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d8 for each slot level above 5th.
 Spell Lists.
 Druid (Optional),
 Sorcerer,
 Wizard",". A creature takes 8d8 cold damage on a failed save, or half as much damage on a successful one. A creature killed by this spell becomes a frozen statue until it thaws.",half
5,Dawn,CON,Radiant,False,,0,1,,{1: {'Radiant': [{4: 10}]}},False, 1 action , 60 feet ," V, S, M (a sunburst pendant worth at least 100 gp) ","Concentration, up to 1 minute","['Cleric', 'Wizard']",True,"Source: Xanathar's Guide to Everything
 5th-level evocation
 Casting Time:
 1 action
 Range:
 60 feet
 Components:
 V, S, M (a sunburst pendant worth at least 100 gp)
 Duration:
 Concentration, up to 1 minute
 The light of dawn shines down on a location you specify within range. Until the spell ends, a 30-foot-radius, 40-foot-high cylinder of bright light glimmers there. This light is sunlight. When the cylinder appears, each creature in it must make a Constitution saving throw, taking 4d10 radiant damage on a failed save, or half as much damage on a successful one. A creature must also make this saving throw whenever it ends its turn in the cylinder. If you're within 60 feet of the cylinder, you can move it up to 60 feet as a bonus action on your turn.
 Spell Lists.
 Cleric,
 Wizard",", taking 4d10 radiant damage on a failed save, or half as much damage on a successful one. A creature must also make this saving throw whenever it ends its turn in the cylinder. If you’re within 60 feet of the cylinder, you can move it up to 60 feet as a bonus action on your turn.",half
5,Destructive Wave,CON,"Thunder, Variable",False,,0,1,,{1: {'Thunder': [{5: 6}]}},False, 1 action , Self (30-foot radius) , V ,Instantaneous,['Paladin'],False,"Source: Player's Handbook
 5th-level evocation
 Casting Time:
 1 action
 Range:
 Self (30-foot radius)
 Components:
 V
 Duration:
 Instantaneous
 You strike the ground, creating a burst of divine energy that ripples outward from you. Each creature you choose within 30 feet of you must succeed on a Constitution saving throw or take 5d6 thunder damage, as well as 5d6 radiant or necrotic damage (your choice), and be knocked prone. A creature that succeeds on its saving throw takes half as much damage and isn't knocked prone.
 Spell Lists.
 Paladin"," or take 5d6 thunder damage, as well as 5d6 radiant or necrotic damage (your choice), and be knocked prone. A creature that succeeds on its saving throw takes half as much damage and isn’t knocked prone.",half
5,Enervation,DEX,Necrotic,False,Dice,0,1,{6: {1: 8}},{1: {'Necrotic': [{4: 8}]}},False, 1 action , 60 feet ," V, S ","Concentration, up to 1 minute","['Sorcerer', 'Warlock', 'Wizard']",True,"Source: Xanathar's Guide to Everything
 5th-level necromancy
 Casting Time:
 1 action
 Range:
 60 feet
 Components:
 V, S
 Duration:
 Concentration, up to 1 minute
 A tendril of inky darkness reaches out from you, touching a creature you can see within range to drain life from it. The target must make a Dexterity saving throw. On a successful save, the target takes 2d8 necrotic damage, and the spell ends. On a failed save, the target takes 4d8 necrotic damage, and until the spell ends, you can use your action on each of your turns to automatically deal 4d8 necrotic damage to the target. The spell ends if you use your action to do anything else, if the target is ever outside the spell's range, or if the target has total cover from you. Whenever the spell deals damage to a target, you regain hit points equal to half the amount of necrotic damage the target takes.
 At Higher Levels.
 When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d8 for each slot level above 5th.
 Spell Lists.
 Sorcerer,
 Warlock,
 Wizard",". On a successful save, the target takes 2d8 necrotic damage, and the spell ends. On a failed save, the target takes 4d8 necrotic damage, and until the spell ends, you can use your action on each of your turns to automatically deal 4d8 necrotic damage to the target. The spell ends if you use your action to do anything else, if the target is ever outside the spell’s range, or if the target has total cover from you. Whenever the spell deals damage to a target, you regain hit points equal to half the amount of necrotic damage the target takes.",half
5,Flame Strike,DEX,"Fire, Radiant",False,Dice,0,1,,{1: {'Radiant': [{4: 6}]}},False, 1 action , 60 feet ," V, S, M (pinch of sulfur) ",Instantaneous,['Cleric'],False,"Source: Player's Handbook
 5th-level evocation
 Casting Time:
 1 action
 Range:
 60 feet
 Components:
 V, S, M (pinch of sulfur)
 Duration:
 Instantaneous
 A vertical column of divine fire roars down from the heavens in a location you specify. Each creature in a 10-foot radius, 40-foot-high cylinder centered on a point within range must make a Dexterity saving throw. A creature takes 4d6 fire damage and 4d6 radiant damage on a failed save, or half as much damage on a successful one.
 At Higher Levels.
 When you cast this spell using a spell slot of 6th level or higher, the fire damage or the radiant damage (your choice) increases by 1d6 for each slot level above 5th.
 Spell Lists.
 Cleric",". A creature takes 4d6 fire damage and 4d6 radiant damage on a failed save, or half as much damage on a successful one.",half
5,Holy Weapon,CON,Radiant,False,,0,1,,"{1: {'Radiant': [{2: 8}, {4: 8}]}}",False, 1 bonus action , Touch ," V, S ","Concentration, up to 1 hour","['Cleric', 'Paladin']",True,"Source: Xanathar's Guide to Everything
 5th-level evocation
 Casting Time:
 1 bonus action
 Range:
 Touch
 Components:
 V, S
 Duration:
 Concentration, up to 1 hour
 You imbue a weapon you touch with holy power. Until the spell ends, the weapon emits bright light in a 30-foot radius and dim light for an additional 30 feet. In addition, weapon attacks made with it deal an extra 2d8 radiant damage on a hit. If the weapon isn't already a magic weapon, it becomes one for the duration. As a bonus action on your turn, you can dismiss this spell and cause the weapon to emit a burst of radiance. Each creature of your choice that you can see within 30 feet of the weapon must make a Constitution saving throw. On a failed save, a creature takes 4d8 radiant damage, and it is blinded for 1 minute. On a successful save, a creature takes half as much damage and isn't blinded. At the end of each of its turns, a blinded creature can make a Constitution saving throw, ending the effect on itself on a success.
 Spell Lists.
 Cleric,
 Paladin",". On a failed save, a creature takes 4d8 radiant damage, and it is blinded for 1 minute. On a successful save, a creature takes half as much damage and isn’t blinded. At the end of each of its turns, a blinded creature can make a Constitution saving throw, ending the effect on itself on a success.",half
5,Immolation,DEX,Fire,False,,0,1,,"{1: {'Fire': [{7: 6}, {3: 6}]}}",False, 1 action , 90 feet , V ,"Concentration, up to 1 minute","['Sorcerer', 'Wizard']",True,"Source: Xanathar's Guide to Everything
 5th-level evocation
 Casting Time:
 1 action
 Range:
 90 feet
 Components:
 V
 Duration:
 Concentration, up to 1 minute
 Flames wreathe one creature you can see within range. The target must make a Dexterity saving throw. It takes 7d6 fire damage on a failed save, or half as much damage on a successful one. On a failed save, the target also burns for the spell's duration. The burning target sheds bright light in a 30-foot radius and dim light for an additional 30 feet. At the end of each of its turns, the target repeats the saving throw. It takes 3d6 fire damage on a failed save, and the spell ends on a successful one. These magical flames can't be extinguished through nonmagical means.
 If damage from this spell reduces a target to 0 hit points, the target is turned to ash.
 Spell Lists.
 Sorcerer,
 Wizard",". It takes 7d6 fire damage on a failed save, or half as much damage on a successful one. On a failed save, the target also burns for the spell’s duration. The burning target sheds bright light in a 30-foot radius and dim light for an additional 30 feet. At the end of each of its turns, the target repeats the saving throw. It takes 3d6 fire damage on a failed save, and the spell ends on a successful one. These magical flames can’t be extinguished through nonmagical means.",half
5,Insect Plague,CON,Piercing,False,Dice,0,1,{6: {1: 10}},{1: {'Piercing': [{4: 10}]}},False, 1 action , 300 feet ," V, S, M (a few grains of sugar, some kernels of grain, and a smear of fat) ","Concentration, up to 10 minutes","['Cleric', 'Druid', 'Sorcerer']",True,"Source: Player's Handbook
 5th-level conjuration
 Casting Time:
 1 action
 Range:
 300 feet
 Components:
 V, S, M (a few grains of sugar, some kernels of grain, and a smear of fat)
 Duration:
 Concentration, up to 10 minutes
 Swarming, biting locusts fill a 20-foot-radius sphere centered on a point you choose within range. The sphere spreads around corners. The sphere remains for the duration, and its area is lightly obscured. The sphere's area is difficult terrain.
 When the area appears, each creature in it must make a Constitution saving throw. A creature takes 4d10 piercing damage on a failed save, or half as much damage on a successful one. A creature must also make this saving throw when it enters the spell's area for the first time on a turn or ends its turn there.
 At Higher Levels.
 When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d10 for each slot level above 5th.
 Spell Lists.
 Cleric,
 Druid,
 Sorcerer",". A creature takes 4d10 piercing damage on a failed save, or half as much damage on a successful one. A creature must also make this saving throw when it enters the spell’s area for the first time on a turn or ends its turn there.",half
5,Maelstrom,STR,Bludgeoning,False,,0,1,,{1: {'Bludgeoning': [{6: 6}]}},False, 1 action , 120 feet ," V, S, M (paper or leaf in the shape of a funnel) ","Concentration, up to 1 minute",['Druid'],True,"Source: Xanathar's Guide to Everything
 5th-level evocation
 Casting Time:
 1 action
 Range:
 120 feet
 Components:
 V, S, M (paper or leaf in the shape of a funnel)
 Duration:
 Concentration, up to 1 minute
 A mass of 5-foot-deep water appears and swirls in a 30-foot radius centered on a point you can see within range. The point must be on ground or in a body of water. Until the spell ends, that area is difficult terrain, and any creature that starts its turn there must succeed on a Strength saving throw or take 6d6 bludgeoning damage and be pulled 10 feet toward the center.
 Spell Lists.
 Druid", or take 6d6 bludgeoning damage and be pulled 10 feet toward the center.,no effect
